Company Name,Link,Region,Address,Street,Location,ZipCode,City,gcode,Latitude,Longitude
Retailsonar,http://retailsonar.com,Flanders,"Ferdinand Lousbergskaai 103, 9000 Gent, Belgium",Ferdinand Lousbergskaai 103,9000 Gent,9000,Gent,"RetailSonar, 103, Ferdinand Lousbergskaai, Heirnis, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.0463685,3.7402738
RetViews,http://retviews.com,Brussels,"Louizalaan 231, 1050 Brussel, Belgium",Louizalaan 231,1050 Brussel,1050,Brussel,"Belspo, 231, Avenue Louise - Louizalaan, La Cambre - Ter Kameren, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, België / Belgique / Belgien",50.8255764,4.3650613
Riaktr,http://www.riaktr.com,Brussels,"Kapitein Crespelstraat 2/4, 1050 Elsene, Belgium",Kapitein Crespelstraat 2/4,1050 Elsene,1050,Elsene,"Rue Capitaine Crespel - Kapitein Crespelstraat, Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, België / Belgique / Belgien",50.8351918,4.3577332
Shavatar,http://www.shavatar.me,Flanders,"Eerste Meistraat 75, 2845 Niel, Belgium",Eerste Meistraat 75,2845 Niel,2845,Niel,"75, Eerste Meistraat, Niel, Antwerpen, Vlaanderen, 2845, België / Belgique / Belgien",51.11455345,4.338470451262161
The retail factory,https://theretailfactory.be,Flanders,"Meir 78, 2000 Antwerpen
 , Belgium",Meir 78,2000 Antwerpen,2000,Antwerpen,"Delhaize, 78, Meir, Theaterbuurt, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien",51.2171618,4.4111768
Treedy’s,http://treedys.com/,Brussels,"Avenue George Bergmann 117, 1050 Ixelles, Belgium",Avenue George Bergmann 117,1050 Ixelles,1050,Ixelles,"117, Avenue George Bergmann - George Bergmannlaan, Boondael - Boondaal, Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, België / Belgique / Belgien",50.80808705,4.388223208897633
Araani,http://www.araani.com,Flanders,"Luipaardstraat 12, 8500 Kortrijk, Belgium",Luipaardstraat 12,8500 Kortrijk,8500,Kortrijk,"Howest-The Square, 12A, Luipaardstraat, Stasegem, Kortrijk, West-Vlaanderen, Vlaanderen, 8500, België / Belgique / Belgien",50.82415465,3.304844905890869
Depthen,https://www.depthen.com/fr/,Wallonia,"Bd Dolez 31, 7000 Mons, Belgium",Bd Dolez 31,7000 Mons,7000,Mons,"UMons - Campus Polytech - Site Dolez, 31-33, Boulevard Dolez, Quartier Rachot, Mons, Hainaut, Wallonie, 7000, België / Belgique / Belgien",50.451620399999996,3.9594782283952235
EyeSee,http://www.eyesee.be,Flanders,"Franklin Rooseveltlaan 349, 9000 Gent, Belgium",Franklin Rooseveltlaan 349,9000 Gent,9000,Gent,"Fluvius, 346-351;347A-347N;348A-348G;348I-348M;348O-348H;348N;349A-349Z;350A-350C;350E-350L, Franklin Rooseveltlaan, Zuid, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.0444494,3.7314691
Fielddrive,http://www.fielddrive.eu,Flanders,"Mechelsesteenweg 303, 2830 Willebroek, Belgium",Mechelsesteenweg 303,2830 Willebroek,2830,Willebroek,"303, Mechelsesteenweg, Blaasveld, Willebroek, Mechelen, Antwerpen, Vlaanderen, 2830, België / Belgique / Belgien",51.048842199999996,4.376196299999997
Humainly,http://webmonks.vision,Flanders,"311 p.o. 1.02 Kempische Steenweg, 3500 Hasselt, Belgium",311 p.o. 1.02 Kempische Steenweg,3500 Hasselt,3500,Hasselt,,,
Kaspard,http://kaspard.com,Brussels,"Vorstlaan 36, 1170 Watermaal-Bosvoorde, Belgium",Vorstlaan 36,1170 Watermaal-Bosvoorde,1170,Watermaal-Bosvoorde,"36, Boulevard du Souverain - Vorstlaan, Trapèze - Trapezium, Watermael-Boitsfort - Watermaal-Bosvoorde, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1170, België / Belgique / Belgien",50.8035151,4.42474803649572
Limecraft,https://www.limecraft.com/,Flanders,"Sint-Salvatorstraat 18b/301, 9000 Gent, Belgium",Sint-Salvatorstraat 18b/301,9000 Gent,9000,Gent,"Sint-Salvatorstraat, Tolhuis, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.0667766,3.7292065
Macty,http://macty.eu,Flanders,"Prof. R. Van Overstraetenplein 2, 3000 Leuven, Belgium",Prof. R. Van Overstraetenplein 2,3000 Leuven,3000,Leuven,,,
Mintt,https://mintt.care/,Wallonia,"Louizalaan 251, 1050 Brussel, Belgium",Louizalaan 251,1050 Brussel,1050,Brussel,"Ambassade de la République Dominicaine - Ambassade van de Dominicaanse Republiek, 251, Avenue Louise - Louizalaan, La Cambre - Ter Kameren, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, België / Belgique / Belgien",50.8247297,4.3659304
Phoenix AI,https://www.phoenix-ai.com/,Wallonia,"Rue du vent des noirs moineaux 2, 7600 Péruwelz, Belgium",Rue du vent des noirs moineaux 2,7600 Péruwelz,7600,Péruwelz,,,
PixelVision,http://www.pixelvision.be,Flanders,"Kempische Steenweg 303/b23, 3500 Hasselt, Belgium",Kempische Steenweg 303/b23,3500 Hasselt,3500,Hasselt,,,
Piximate,http://www.piximate.net,Wallonia,"Av. Reine Astrid 92, 1310 La Hulpe, Belgium",Av. Reine Astrid 92,1310 La Hulpe,1310,La Hulpe,"92, Avenue Reine Astrid, La Hulpe, Nivelles, Brabant wallon, Wallonie, 1310, België / Belgique / Belgien",50.72704555,4.472173925527622
Robovision,http://www.robovision.ai,Flanders,"Technologiepark-Zwijnaarde 80, 9052 Gent, Belgium",Technologiepark-Zwijnaarde 80,9052 Gent,9052,Gent,"80, Technologiepark-Zwijnaarde, Wetenschapspark Ardoyen, Zwijnaarde, Gent, Oost-Vlaanderen, Vlaanderen, 9052, België / Belgique / Belgien",51.008828449999996,3.711804238318087
SeeMe,http://seeme.ai,Flanders,"Leschot 28, 2440 Geel, Belgium",Leschot 28,2440 Geel,2440,Geel,"28, Leschot, Geel, Turnhout, Antwerpen, Vlaanderen, 2440, België / Belgique / Belgien",51.1668554,5.010879180495962
Segments.ai,http://segments.ai,Flanders,"Professor Roger Van Overstraetenplein 5, 3000 Leuven, Belgium",Professor Roger Van Overstraetenplein 5,3000 Leuven,3000,Leuven,"5, Professor Roger Van Overstraetenplein, Leuven, Vlaams-Brabant, Vlaanderen, 3000, België / Belgique / Belgien",50.8780717,4.7164707
Sensifai,http://www.sensifai.com,Brussels,"Mechelsesteenweg 455, 1950 Kraainem, Belgium",Mechelsesteenweg 455,1950 Kraainem,1950,Kraainem,"455, Mechelsesteenweg - Chaussée de Malines, Tervuren, Kraainem, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1950, België / Belgique / Belgien",50.8208197,4.47692690769334
VeriFlix,http://www.veriflix.ai/en/,Wallonia,"Av. Reine Astrid 92, 1310 La Hulpe, Belgium",Av. Reine Astrid 92,1310 La Hulpe,1310,La Hulpe,"92, Avenue Reine Astrid, La Hulpe, Nivelles, Brabant wallon, Wallonie, 1310, België / Belgique / Belgien",50.72704555,4.472173925527622
ViBE,http://www.vibeinmotion.com,Wallonia,"Turnhoutsebaan 139a, 2140 Antwerpen, Belgium",Turnhoutsebaan 139a,2140 Antwerpen,2140,Antwerpen,"Eco-café, 139,139A, Turnhoutsebaan, Borgerhout Intra Muros, Borgerhout, Antwerpen, Vlaanderen, 2140, België / Belgique / Belgien",51.215311,4.4344696
3State,https://3state.eu/,Flanders,"Kanunnik de Deckerstraat 20a, 2800 Mechelen, Belgium",Kanunnik de Deckerstraat 20a,2800 Mechelen,2800,Mechelen,"Kanunnik De Deckerstraat, Marokken, Mechelen, Antwerpen, Vlaanderen, 2800, België / Belgique / Belgien",51.0316681,4.4783452
Aerospacelab,http://www.aerospacelab.be/,Wallonia,"Rue André Dumont 9, 1435 Mont-Saint-Guibert, Belgium",Rue André Dumont 9,1435 Mont-Saint-Guibert,1435,Mont-Saint-Guibert,"9, Rue André Dumont, Parc Einstein, Corbais, Mont-Saint-Guibert, Nivelles, Brabant wallon, Wallonie, 1435, België / Belgique / Belgien",50.65745355,4.628050735565999
Airobot,https://airobot.eu/,Flanders,"1090, Lichtenberglaan, 3800 Sint-Truiden, Belgium",1090,"Lichtenberglaan, 3800 Sint-Truiden","Lichtenberglaan,",3800 Sint-Truiden,"DronePort Cuisine, 1090, Lichtenberglaan, Sint-Truiden, Hasselt, Limburg, Vlaanderen, 3800, België / Belgique / Belgien",50.7955931,5.2061335
ALX systems,http://www.alxsys.com,Flanders,"Rue de la Résistance 26, 4681 Oupeye, Belgium",Rue de la Résistance 26,4681 Oupeye,4681,Oupeye,"AB Tech, 26, Rue de la Résistance, Hermalle-sous-Argenteau, Liège, Wallonie, 4681, België / Belgique / Belgien",50.712962,5.6735385
CrowdScan,http://www.crowdscan.be/,Flanders,"Sint-Pietersvliet 7, 2000 Antwerpen, Belgium",Sint-Pietersvliet 7,2000 Antwerpen,2000,Antwerpen,"SyncTrace buitendienstoptimalisatie, 7, Sint-Pietersvliet, Schipperskwartier, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien",51.225451,4.4009405
DeltaQ,http://www.deltaq.io,Brussels,"Antwerpselaan 40, 1000 Brussel, Belgium",Antwerpselaan 40,1000 Brussel,1000,Brussel,"DigitYser, 40, Boulevard d'Anvers - Antwerpselaan, Quartier des Quais - Kaaienwijk, Pentagone - Vijfhoek, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.8573847,4.3501433
Dronematrix,https://www.dronematrix.eu/,Flanders,"Herkenrodesingel 4 / 1, 3500 Hasselt, Belgium",Herkenrodesingel 4 / 1,3500 Hasselt,3500,Hasselt,"Herkenrodesingel, Heilig Hartwijk, Hasselt, Limburg, Vlaanderen, 3500, België / Belgique / Belgien",50.9370206,5.3175164
EASICS,https://www.easics.com/,Flanders,"Diestsevest 32/2B, 3000 Leuven, Belgium",Diestsevest 32/2B,3000 Leuven,3000,Leuven,"Diestsevest, Sint-Maartensdal, Leuven, Vlaams-Brabant, Vlaanderen, 3000, België / Belgique / Belgien",50.8833902,4.712691
Edgise,http://www.edgise.com,Flanders,"Gaston Geenslaan 11/B4, 3001 Leuven, Belgium",Gaston Geenslaan 11/B4,3001 Leuven,3001,Leuven,"Gaston Geenslaan, Wetenschapspark Arenberg, Heverlee, Leuven, Vlaams-Brabant, Vlaanderen, 3001, België / Belgique / Belgien",50.8664798,4.6736309
Geckomatics,http://www.geckomatics.com,Flanders,"Borsbeeksebrug 34, 2600 Antwerpen-Berchem, Belgium",Borsbeeksebrug 34,2600 Antwerpen-Berchem,2600,Antwerpen-Berchem,"Park Inn, 34, Borsbeeksebrug, Groenenhoek, Berchem, Antwerpen, Vlaanderen, 2600, België / Belgique / Belgien",51.2000649,4.434068
Intermodalics,https://www.intermodalics.eu/,Flanders,"Gaston Geenslaan 9, 3001 Leuven, Belgium",Gaston Geenslaan 9,3001 Leuven,3001,Leuven,"Gaston Geenslaan, Wetenschapspark Arenberg, Heverlee, Leuven, Vlaams-Brabant, Vlaanderen, 3001, België / Belgique / Belgien",50.8664798,4.6736309
IOOS,http://www.ioos.be,Flanders,"Donklaan 182, 9290 Berlare, Belgium",Donklaan 182,9290 Berlare,9290,Berlare,"182, Donklaan, Overmere, Berlare, Dendermonde, Oost-Vlaanderen, Vlaanderen, 9290, België / Belgique / Belgien",51.04952575,3.9765933691279898
March,http://www.letsmarch.be,Flanders,"Luxemburgstraat 16B, 1000 Brussels , Belgium",Luxemburgstraat 16B,1000 Brussels,1000,Brussels,"16B, Rue du Luxembourg - Luxemburgstraat, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.8403481,4.3677494
Oscars,https://www.oscars-sa.eu/,Wallonia,"Place du Chapitre 16, 5300 Andenne, Belgium",Place du Chapitre 16,5300 Andenne,5300,Andenne,"16, Place du Chapitre, Andenne, Namur, Wallonie, 5300, België / Belgique / Belgien",50.48764595,5.101178418603206
Rockestate,http://www.rockestate.be,Brussels,"Witte Patersstraat 4, 1040 Etterbeek, Belgium",Witte Patersstraat 4,1040 Etterbeek,1040,Etterbeek,"Shayp, 4, Rue des Pères Blancs - Witte Patersstraat, Etterbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1040, België / Belgique / Belgien",50.8265808,4.3998762
SpacePal,http://spacepal.eu,Flanders,"Bijkhoevelaan 32c, 2110 Wijnegem, Belgium",Bijkhoevelaan 32c,2110 Wijnegem,2110,Wijnegem,"Toshiba, 32,32A,32B,32C, Bijkhoevelaan, Wijnegem Zone 1 - Den Hoek, Wijnegem, Antwerpen, Vlaanderen, 2110, België / Belgique / Belgien",51.2309852,4.495288398339908
Uware Tech.,http://uware.io,Brussels,"de Perckestraat 127, 1180 Brussel, Belgium",de Perckestraat 127,1180 Brussel,1180,Brussel,"127, Rue de Percke - de Perckestraat, Verrewinkel, Uccle - Ukkel, Brussel-Hoofdstad - Bruxelles-Capitale, Vlaams-Brabant, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1180, België / Belgique / Belgien",50.77382515,4.361816147350231
Bothive,http://bothive.be,Flanders,"Coupure Rechts 620, 9000 Gent, Belgium",Coupure Rechts 620,9000 Gent,9000,Gent,"476-620, Coupure Rechts, Papegaai, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.0544524,3.71007730446587
BOTWISER,http://botwiser.com,Brussels,"Rue fossé aux Loups 11, 1000 Brussels, Belgium",Rue fossé aux Loups 11,1000 Brussels,1000,Brussels,,,
Chatbot Plus,http://chatbot-plus.com,Brussels,"Leuvensesteenweg 775, 1140 Brussel, Belgium",Leuvensesteenweg 775,1140 Brussel,1140,Brussel,"Chaussée de Louvain - Leuvensesteenweg, Paduwa, Evere, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1140, België / Belgique / Belgien",50.8583125,4.4114646
Chatlayer,https://chatlayer.ai/,Flanders,"Ankerrui 9, 2000 Antwerpen, Belgium",Ankerrui 9,2000 Antwerpen,2000,Antwerpen,"tank, 9, Ankerrui, Universiteitsbuurt, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien",51.2274108,4.4108007
Clever,http://clever.be,Flanders,"Foreestelaan 1, Ghent 9000, Belgium",Foreestelaan 1,Ghent 9000,Ghent,9000,"Duke & Grace, 1, Foreestelaan, Ottergemse Dries, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.0300169,3.7331456
Craftworkz,https://www.craftworkz.co/,Flanders,"Gaston Geenslaan 11, 3001 Leuven, Belgium",Gaston Geenslaan 11,3001 Leuven,3001,Leuven,"Health House, 11, Gaston Geenslaan, Wetenschapspark Arenberg, Heverlee, Leuven, Vlaams-Brabant, Vlaanderen, 3001, België / Belgique / Belgien",50.8646606,4.6696499
FaqBot,http://www.faqbot.co,Wallonia,"Chau. de Bruxelles 408, 1300 Wavre, Belgium",Chau. de Bruxelles 408,1300 Wavre,1300,Wavre,,,
Lawren.io,http://lawren.io,Flanders,"Sint-Pietersvliet 7, 2000 Antwerpen, Belgium",Sint-Pietersvliet 7,2000 Antwerpen,2000,Antwerpen,"SyncTrace buitendienstoptimalisatie, 7, Sint-Pietersvliet, Schipperskwartier, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien",51.225451,4.4009405
LiNGUiNEO,http://www.linguineo.com,Flanders,"Schipvaartstraat 24 / 407, 3000 Leuven, Belgium",Schipvaartstraat 24 / 407,3000 Leuven,3000,Leuven,"Schipvaartstraat, Tweewaters, Leuven, Vlaams-Brabant, Vlaanderen, 3000, België / Belgique / Belgien",50.8864918,4.7059384
OSWALD,https://www.oswald.ai/,Flanders,"Veldkant 33 A, 2550 Kontich, Belgium",Veldkant 33 A,2550 Kontich,2550,Kontich,"Cronos N.V., 33A, Veldkant, Kontich, Antwerpen, Vlaanderen, 2550, België / Belgique / Belgien",51.1424488,4.442714274577702
Acapela Group,https://www.acapela-group.com/,Wallonia,"Bd Dolez 33, 7000 Mons, Belgium",Bd Dolez 33,7000 Mons,7000,Mons,"Acapela, 33, Boulevard Dolez, Quartier Rachot, Mons, Hainaut, Wallonie, 7000, België / Belgique / Belgien",50.4513832,3.958696
Avantopy,http://avantopy.com,Flanders,"Albert Stainierstraat 4, 3001 Leuven, Belgium",Albert Stainierstraat 4,3001 Leuven,3001,Leuven,"4, Albert Stainierstraat, Heverlee, Leuven, Vlaams-Brabant, Vlaanderen, 3000, België / Belgique / Belgien",50.87102405,4.722736594571418
Iris,https://irisprosolutions.com/,Flanders,"Rue du Bosquet 10, 1348 Louvain-la-Neuve, Belgium",Rue du Bosquet 10,1348 Louvain-la-Neuve,1348,Louvain-la-Neuve,"Rue du Bosquet, Parc Einstein, Corbais, Mont-Saint-Guibert, Nivelles, Brabant wallon, Wallonie, 1435, België / Belgique / Belgien",50.6598141,4.6306033
Mentis,https://thingks.io/,Brussels,"Rue du congrès BP 5, 1000 Brussels , Belgium",Rue du congrès BP 5,1000 Brussels,1000,Brussels,"Rue du Congrès - Congresstraat, Quartier des Libertés - Vrijheidswijk, Pentagone - Vijfhoek, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.8499833,4.3640572
NLP Town,https://www.nlp.town/,Flanders,"Lange Lostraat 11, 3212 Lubbeek, Belgium",Lange Lostraat 11,3212 Lubbeek,3212,Lubbeek,"11, Lange Lostraat, Kessel-Lo, Pellenberg, Lubbeek, Leuven, Vlaams-Brabant, Vlaanderen, 3212, België / Belgique / Belgien",50.884181,4.769928652761008
Say It Labs,http://www.sayitlabs.com,Flanders,"Domeinstraat 58, 3010 Leuven, Belgium",Domeinstraat 58,3010 Leuven,3010,Leuven,"58, Domeinstraat, Kesseldal, Beneden-Kessel, Kessel-Lo, Leuven, Vlaams-Brabant, Vlaanderen, 3010, België / Belgique / Belgien",50.89930375,4.721843886742983
SmartSpoken,http://www.thecofoundry.co/investments-1/2016/12/29/smartspoken,Flanders,"Lange Gasthuisstraat 29, 2000 Antwerpen, Belgium",Lange Gasthuisstraat 29,2000 Antwerpen,2000,Antwerpen,"imec Antwerpen, 29-31, Lange Gasthuisstraat, Wilde Zee, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien",51.2146082,4.4056949
Textgain,http://www.textgain.com,Flanders,"Lodewijk van Berckenlaan 180/2, 2140 Antwerpen, Belgium",Lodewijk van Berckenlaan 180/2,2140 Antwerpen,2140,Antwerpen,"Lodewijk Van Berckenlaan, Borgerhout, Antwerpen, Vlaanderen, 2140, België / Belgique / Belgien",51.1975746,4.4509658
ThinkNext,http://www.thinknext.be,Flanders,"Minderbroedersstraat 17/2, 3000 Leuven, Belgium",Minderbroedersstraat 17/2,3000 Leuven,3000,Leuven,"Minderbroedersstraat, Hertogensite, Leuven, Vlaams-Brabant, Vlaanderen, 3000, België / Belgique / Belgien",50.8773834,4.6982142
Winston Analytics,http://www.winston-analytics.com,Flanders,"Holstraat 44, 9000 Gent, Belgium",Holstraat 44,9000 Gent,9000,Gent,"18-44, Holstraat, Papegaai, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.0536853,3.714258297058824
Acic,http://www.acic.eu/fr/,Wallonia,"Bd Initialis 28, 7000 Mons, Belgium",Bd Initialis 28,7000 Mons,7000,Mons,"ACIC, 28, Boulevard Initialis, Parc scientifique Initialis, Mons, Hainaut, Wallonie, 7000, België / Belgique / Belgien",50.45775745,3.926692428040476
Crodeon Tech.,https://www.crodeon.com/,Flanders,"Technologiepark-Zwijnaarde 82, 9052 Gent, Belgium",Technologiepark-Zwijnaarde 82,9052 Gent,9052,Gent,"Life-ID, 82, Technologiepark-Zwijnaarde, Wetenschapspark Ardoyen, Zwijnaarde, Gent, Oost-Vlaanderen, Vlaanderen, 9052, België / Belgique / Belgien",51.0081162,3.7121008
EMDYN,https://www.emdyn.com/,Flanders,"Gaston Crommenlaan 8, 9050 Gent, Belgium",Gaston Crommenlaan 8,9050 Gent,9050,Gent,"Arcadis, 8, Gaston Crommenlaan, Bellevue, Ledeberg, Gent, Oost-Vlaanderen, Vlaanderen, 9050, België / Belgique / Belgien",51.0369658,3.735595
Engine27,http://www.engine27.be,Flanders,"Generaal Armstrongweg 1, 2020 Antwerpen, Belgium",Generaal Armstrongweg 1,2020 Antwerpen,2020,Antwerpen,"Digipolis 2, 1, Generaal Armstrongweg, Kiel, Antwerpen, Vlaanderen, 2020, België / Belgique / Belgien",51.194782450000005,4.380891777852635
Entelec Control Systems,https://www.entelec.eu/,Flanders,"Wetenschapspark 25, 3590 Diepenbeek, Belgium",Wetenschapspark 25,3590 Diepenbeek,3590,Diepenbeek,"Entelec, 25, Wetenschapspark, Diepenbeek, Hasselt, Limburg, Vlaanderen, 3590, België / Belgique / Belgien",50.9298835,5.396310321822036
Hozint,https://www.hozint.com/,Brussels,"Rue Henri Van Zuylen 36, 1180 Uccle, Belgium",Rue Henri Van Zuylen 36,1180 Uccle,1180,Uccle,"36, Rue Henri Van Zuylen - Henri Van Zuylenstraat, Stalle, Uccle - Ukkel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1180, België / Belgique / Belgien",50.79792605,4.338272212426789
IP Metro,https://ipmetro.com/,Flanders,"Kerselaarstraat 28, 9820 Merelbeke, Belgium",Kerselaarstraat 28,9820 Merelbeke,9820,Merelbeke,"Kerselaarstraat, Merelbeke, Gent, Oost-Vlaanderen, Vlaanderen, 9820, België / Belgique / Belgien",50.9887065,3.7555819
Kerberos,http://kerberos.io,Flanders,"Tiensesteenweg 170, 3001 Leuven, Belgium",Tiensesteenweg 170,3001 Leuven,3001,Leuven,"170, Tiensesteenweg, Belle-Vue, Heverlee, Leuven, Vlaams-Brabant, Vlaanderen, België / Belgique / Belgien",50.871825320000006,4.7219111
Mauhn,http://mauhn.com,Flanders,"Désiré Toeffaertstraat 34, 9050 Gent, Belgium",Désiré Toeffaertstraat 34,9050 Gent,9050,Gent,"34, Désiré Toeffaertstraat, Ledeberg, Gent, Oost-Vlaanderen, Vlaanderen, 9050, België / Belgique / Belgien",51.040517550000004,3.7476753559908333
Mediabos,https://www.mediabos.be/,Wallonia,"Lohirville 22A à, 4890 Thimister-Clermont, Belgium",Lohirville 22A à,4890 Thimister-Clermont,4890,Thimister-Clermont,"Lohirville, Thimister-Clermont, Verviers, Liège, Wallonie, 4890, België / Belgique / Belgien",50.6507977,5.8964357
Nviso,http://www.nviso.be,Brussels,"Guimardstraat 8, 1000 Brussel, Belgium",Guimardstraat 8,1000 Brussel,1000,Brussel,"NVISO, 8, Rue Guimard - Guimardstraat, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.8440655,4.3693582
Phished,http://phished.be,Flanders,"Bondgenotenlaan 138, 3000 Leuven, Belgium",Bondgenotenlaan 138,3000 Leuven,3000,Leuven,"Ertzberg / Bringme, 138, Bondgenotenlaan, Sint-Maartensdal, Leuven, Vlaams-Brabant, Vlaanderen, 3000, België / Belgique / Belgien",50.88073445,4.7130468435168975
Qualitics,http://www.qualitics.eu,Wallonia,"Rue de Sclaigneau 657, 5300 Vezin, Belgium",Rue de Sclaigneau 657,5300 Vezin,5300,Vezin,,,
Roborana,http://roborana.be,Flanders,"Veldkant 33b, 2550 Kontich, Belgium",Veldkant 33b,2550 Kontich,2550,Kontich,"33B, Veldkant, Kontich, Antwerpen, Vlaanderen, 2550, België / Belgique / Belgien",51.14231695,4.443552268040449
Senhive,http://senhive.com,Flanders,"Lichtenberglaan 1090, 3800 Sint-Truiden, Belgium",Lichtenberglaan 1090,3800 Sint-Truiden,3800,Sint-Truiden,"DronePort Cuisine, 1090, Lichtenberglaan, Sint-Truiden, Hasselt, Limburg, Vlaanderen, 3800, België / Belgique / Belgien",50.7955931,5.2061335
sweepatic,http:// https://www.sweepatic.com,Flanders,"Kapeldreef 60, 3001 Leuven, Belgium",Kapeldreef 60,3001 Leuven,3001,Leuven,"Innovatie- en Incubatiecentrum, 60, Kapeldreef, Heverlee, Leuven, Vlaams-Brabant, Vlaanderen, 3001, België / Belgique / Belgien",50.862076650000006,4.671562473993301
Actonomy,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwihua69rO7tAhWChtUKHb8DDx8YABAAGgJ3cw&ohost=www.google.com&cid=CAESQOD2wAaMm978LFJgSpSJVPPCWzil5ja8i25J7R6DaC48uyp9q5QQJf2MrcJeabi9ovIl7ijunPuaL4-fv_I2TsE&sig=AOD64_3nnSJs5bnAPLHiU0joRkn0cFavTA&q&adurl&ved=2ahUKEwj06qe9rO7tAhUN8BoKHZlFALkQ0Qx6BAgFEAE,Flanders,"Xavier de Cocklaan 68, 9831 Sint-Martens-Latem, Belgium",Xavier de Cocklaan 68,9831 Sint-Martens-Latem,9831,Sint-Martens-Latem,"68, Xavier De Cocklaan, Deurle, Sint-Martens-Latem, Gent, Oost-Vlaanderen, Vlaanderen, 9831, België / Belgique / Belgien",51.0021716,3.616071067391143
Allthingsblue,http://allthingsblue.eu,Flanders,"Josse Biesmanstraat 60, 1560 Hoeilaart, Belgium",Josse Biesmanstraat 60,1560 Hoeilaart,1560,Hoeilaart,,,
AlterEdu,http://www.alteredu.be,Flanders,"Kantersteen 10, 1000 Brussel, Belgium",Kantersteen 10,1000 Brussel,1000,Brussel,"Le Wagon, 10, Cantersteen - Kantersteen, Quartier Royal - Koninklijke Wijk, Pentagone - Vijfhoek, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.8457606,4.3577896
BeWorkHappy,http://www.beworkhappy.be,Flanders,"Otto Veniusstraat 9, 2000 Antwerpen , Belgium",Otto Veniusstraat 9,2000 Antwerpen,2000,Antwerpen,"9, Otto Veniusstraat, Theaterbuurt, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien",51.217809,4.412915510947047
Conversation Starter,https://www.conversationstarter.net/,Flanders,"Borsbeeksebrug 34, 2600 Antwerp, Belgium",Borsbeeksebrug 34,2600 Antwerp,2600,Antwerp,"Park Inn, 34, Borsbeeksebrug, Groenenhoek, Berchem, Antwerpen, Vlaanderen, 2600, België / Belgique / Belgien",51.2000649,4.434068
